"Start time: 2024-12-01 07:42:36"
"Start due to power on record",
"Device ID: "
"Sample rate per sec.: 1.000000"
"UTC Time","200psi 5v           "," 5psi 5v"," O2 electrochemical"," O2 ZrO2"," Mass Flow 5v","O2 Paramagnetic"
45627.46226851852,0.5051,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46228009259,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46229166667,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46230324075,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46231481482,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46232638889,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46233796296,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46234953704,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46236111112,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46237268519,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46238425926,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46239583334,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46240740741,0.5051,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46241898149,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46243055556,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46244212963,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46245370371,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46246527778,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46247685186,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46248842593,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46250000000,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46251157408,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46252314816,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46253472222,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46254629630,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46255787037,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46256944445,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46258101852,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46259259259,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46260416667,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46261574075,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46262731482,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46263888889,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46265046296,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46266203704,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46267361112,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46268518519,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46269675926,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46270833334,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46271990741,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46273148149,0.5051,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46274305556,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46275462963,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46276620371,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46277777778,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46278935186,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46280092593,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46281250000,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46282407408,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46283564816,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46284722222,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46285879630,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46287037037,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46288194445,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46289351852,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46290509259,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46291666667,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46292824075,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46293981482,0.5051,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46295138889,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46296296296,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46297453704,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46298611112,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46299768519,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46300925926,0.5051,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46302083334,0.5051,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46303240741,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46304398149,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46305555556,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46306712963,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46307870371,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46309027778,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46310185186,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46311342593,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46312500000,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46313657408,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46314814815,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46315972223,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46317129630,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46318287037,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46319444445,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46320601852,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46321759259,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46322916667,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46324074074,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46325231482,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46326388889,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46327546296,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46328703704,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46329861112,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46331018519,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46332175926,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46333333334,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46334490741,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46335648149,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46336805556,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46337962963,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46339120371,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46340277778,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46341435186,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46342592593,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46343750000,0.5051,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46344907408,0.5051,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46346064815,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46347222223,0.5047,0.5028,-0.0008,-0.0026,0.0072,0.0000
45627.46348379630,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46349537037,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46350694445,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46351851853,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46353009259,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46354166667,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46355324074,0.5047,0.5028,-0.0008,-0.0026,0.0072,0.0000
45627.46356481482,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46357638889,0.5051,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46358796296,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46359953704,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46361111112,0.5051,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46362268519,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46363425926,0.5051,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46364583333,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46365740741,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46366898149,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46368055556,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46369212963,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46370370371,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46371527778,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46372685186,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46373842593,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46375000000,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46376157408,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46377314815,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46378472223,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46379629630,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46380787037,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46381944445,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46383101853,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46384259260,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46385416667,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46386574074,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46387731482,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46388888889,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46390046296,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46391203704,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46392361112,0.5051,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46393518519,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46394675926,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46395833333,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46396990741,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46398148149,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46399305556,0.5044,0.5028,-0.0008,-0.0026,0.0069,0.0000
45627.46400462963,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46401620371,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46402777778,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46403935186,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46405092593,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46406250000,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46407407408,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46408564815,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46409722223,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46410879630,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46412037037,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46413194445,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46414351852,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46415509260,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46416666667,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46417824074,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46418981482,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46420138890,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46421296296,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46422453704,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46423611112,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46424768519,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46425925926,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46427083333,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46428240741,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46429398149,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46430555556,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46431712963,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46432870371,0.5044,0.5028,-0.0011,-0.0029,0.0072,-0.0003
45627.46434027778,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46435185186,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46436342593,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46437500000,0.5044,0.5031,-0.0008,-0.0026,0.0069,0.0000
45627.46438657408,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46439814815,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46440972223,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46442129630,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46443287037,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46444444445,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46445601852,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46446759260,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46447916667,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46449074074,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46450231482,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46451388890,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46452546296,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46453703704,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46454861111,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46456018519,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46457175926,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46458333333,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46459490741,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46460648149,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46461805556,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46462962963,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46464120370,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46465277778,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46466435186,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46467592593,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46468750000,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46469907408,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46471064815,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46472222223,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46473379630,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46474537037,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46475694445,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46476851852,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46478009260,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46479166667,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46480324074,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46481481482,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46482638890,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46483796297,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46484953704,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46486111111,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46487268519,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46488425927,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46489583333,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46490740741,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46491898149,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46493055556,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46494212963,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46495370370,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46496527778,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46497685186,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46498842593,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46500000000,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46501157408,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46502314815,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46503472223,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46504629630,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46505787037,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46506944445,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46508101852,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46509259260,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46510416667,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46511574074,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46512731482,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46513888890,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46515046297,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46516203704,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46517361111,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46518518519,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46519675927,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46520833333,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46521990741,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46523148149,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46524305556,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46525462963,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46526620370,0.5047,0.5031,-0.0008,-0.0026,0.0069,0.0000
45627.46527777778,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46528935186,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46530092593,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46531250000,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46532407408,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46533564815,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46534722223,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46535879630,0.5044,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46537037037,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46538194445,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46539351852,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46540509260,0.5044,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46541666667,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46542824074,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46543981482,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46545138889,0.5044,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46546296297,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46547453704,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46548611111,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46549768519,0.5044,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46550925927,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46552083334,0.5044,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46553240741,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46554398148,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46555555556,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46556712964,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46557870370,0.5047,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46559027778,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46560185186,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46561342593,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46562500000,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46563657408,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46564814815,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46565972223,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46567129630,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46568287037,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46569444445,0.5044,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46570601852,0.5044,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46571759260,0.5044,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46572916667,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46574074074,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46575231482,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46576388889,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46577546297,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46578703704,0.5047,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46579861111,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46581018519,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46582175927,0.5047,0.5028,-0.0011,-0.0026,0.0069,0.0000
45627.46583333334,0.5047,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46584490741,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46585648148,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46586805556,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46587962964,0.5051,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46589120370,0.5051,0.5031,-0.0008,-0.0026,0.0072,-0.0003
45627.46590277778,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46591435186,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46592592593,0.5051,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46593750000,0.5051,0.5028,-0.0008,-0.0026,0.0072,-0.0003
45627.46594907407,0.5051,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46596064815,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46597222223,0.5051,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46598379630,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46599537037,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46600694445,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46601851852,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46603009260,0.5047,0.5031,-0.0011,-0.0026,0.0069,-0.0003
45627.46604166667,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46605324074,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46606481482,0.5047,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46607638889,0.5047,0.5031,-0.0011,-0.0026,0.0072,-0.0003
45627.46608796297,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46609953704,0.5051,0.5031,-0.0008,-0.0026,0.0069,-0.0003
45627.46611111111,0.5051,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46612268519,0.5051,0.5028,-0.0011,-0.0026,0.0072,-0.0003
45627.46613425927,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46614583334,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
45627.46615740741,0.5047,0.5028,-0.0008,-0.0026,0.0069,-0.0003
45627.46616898148,0.5047,0.5028,-0.0011,-0.0026,0.0069,-0.0003
